Date	Open	High	Low	Close	Volume	Adj Close	+/-	% change	
2016-10-05	66.889999	68.07	66.800003	67.690002	16113700	67.690002	+	1.19599792489	
2016-10-04	66.209999	67.18	66.099998	66.599998	17226900	66.599998	+	0.58903338754	
2016-10-03	66.349998	66.919998	66.260002	66.510002	14901700	66.030004	+	0.241151476749	
2016-09-30	66.080002	67.059998	66.080002	66.589996	21680100	66.109421	+	0.771782664292	
2016-09-29	66.699997	67.209999	65.349998	65.650002	18727200	65.17621	-	-1.57420546811	
2016-09-28	66.580002	66.769997	65.989998	66.709999	11278000	66.228558	+	0.195249318256	
2016-09-27	65.410004	66.410004	65.110001	66.360001	13711400	65.881085	+	1.45237263707	
2016-09-26	66.599998	66.800003	65.540001	65.779999	16408100	65.305269	-	-1.2312297667	
2016-09-23	67.389999	67.900002	67.18	67.25	13967400	66.764661	-	-0.207744475556	
2016-09-22	66.989998	67.419998	66.839996	67.389999	12781700	66.90365	+	0.597105555967	
